Unic ID,@TG nick,Motion,API,Date,Time,API answer
1166975998,Ilyailya54321,Keyboard typing,NONE,2025-09-13,10:07:02,NONE
1166975998,Ilyailya54321,Button click,Weather API,2025-09-13,10:07:06,Error
1166975998,Ilyailya54321,Keyboard typing,NONE,2025-09-13,10:07:08,NONE
1166975998,Ilyailya54321,Button click,NBRB Exchange API,2025-09-13,10:07:18,Success
1166975998,Ilyailya54321,Keyboard typing,NONE,2025-09-13,10:07:20,NONE
1166975998,Ilyailya54321,Button click,Crypto API,2025-09-13,10:07:22,Success
1166975998,Ilyailya54321,Keyboard typing,NONE,2025-09-13,10:32:24,NONE
1166975998,Ilyailya54321,Button click,Weather API,2025-09-13,10:32:28,Error
